timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-22T12:23:59,codecarbon,1850cda1-728b-4cde-b807-fa7e46820dbf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.306648200028576,5.561181985978997e-06,2.4109363473416112e-06,5.560639628500001,0.0,10.0,2.786332719238595e-06,0.0,5.008540277938462e-06,7.794872997177058e-06,0.0,India,IND,uttar pradesh,,,Windows-11-10.0.26200-SP0,3.13.0,3.2.8,12,13th Gen Intel(R) Core(TM) i5-1335U,0,,77.536,28.4962,7.6920928955078125,machine,0,0,0,0,N,1.0,0.0
